hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,has_agent,has_company,arrival_date,total_nights,total_guests,is_family,adr_per_person,lead_time_group,cancel_history_ratio,season,arrival_weekday,is_domestic
City Hotel,1,168,2016,4,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,26,77,Transient,85.0,0,0,1,0,2016-04-22,3,2,0,42.5,91-180,0.0,Spring,4,1
City Hotel,1,168,2016,4,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,26,77,Transient,85.0,0,0,1,0,2016-04-22,3,2,0,42.5,91-180,0.0,Spring,4,1
City Hotel,1,168,2016,4,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,26,77,Transient,85.0,0,0,1,0,2016-04-22,3,2,0,42.5,91-180,0.0,Spring,4,1
City Hotel,1,9,2016,4,17,22,1,2,2,1,0,BB,BRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,149.0,0,0,1,0,2016-04-22,3,3,1,49.6667,8-30,0.0,Spring,4,0
City Hotel,1,168,2016,4,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,26,77,Transient,85.0,0,0,1,0,2016-04-22,3,2,0,42.5,91-180,0.0,Spring,4,1
City Hotel,1,168,2016,4,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,26,77,Transient,85.0,0,0,1,0,2016-04-22,3,2,0,42.5,91-180,0.0,Spring,4,1
City Hotel,1,168,2016,4,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,26,77,Transient,85.0,0,0,1,0,2016-04-22,3,2,0,42.5,91-180,0.0,Spring,4,1
City Hotel,1,168,2016,4,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,26,77,Transient,85.0,0,0,1,0,2016-04-22,3,2,0,42.5,91-180,0.0,Spring,4,1
City Hotel,1,168,2016,4,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,26,77,Transient,85.0,0,0,1,0,2016-04-22,3,2,0,42.5,91-180,0.0,Spring,4,1
City Hotel,1,56,2016,4,17,22,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,0,Transient,118.8,0,0,1,0,2016-04-22,3,2,0,59.4,31-90,0.0,Spring,4,0
City Hotel,1,69,2016,4,17,22,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,0,Transient,118.8,0,0,1,0,2016-04-22,3,2,0,59.4,31-90,0.0,Spring,4,0
City Hotel,1,168,2016,4,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,26,77,Transient,85.0,0,0,1,0,2016-04-22,3,2,0,42.5,91-180,0.0,Spring,4,1
City Hotel,1,168,2016,4,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,26,77,Transient,85.0,0,0,1,0,2016-04-22,3,2,0,42.5,91-180,0.0,Spring,4,1
City Hotel,1,168,2016,4,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,26,77,Transient,85.0,0,0,1,0,2016-04-22,3,2,0,42.5,91-180,0.0,Spring,4,1
City Hotel,1,61,2016,4,17,22,1,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,0,Transient,118.8,0,0,1,0,2016-04-22,3,2,0,59.4,31-90,0.0,Spring,4,0
City Hotel,1,168,2016,4,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,26,77,Transient,85.0,0,0,1,0,2016-04-22,3,2,0,42.5,91-180,0.0,Spring,4,1
City Hotel,1,168,2016,4,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,26,77,Transient,85.0,0,0,1,0,2016-04-22,3,2,0,42.5,91-180,0.0,Spring,4,1
City Hotel,1,168,2016,4,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,26,77,Transient,85.0,0,0,1,0,2016-04-22,3,2,0,42.5,91-180,0.0,Spring,4,1
City Hotel,1,168,2016,4,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,26,77,Transient,85.0,0,0,1,0,2016-04-22,3,2,0,42.5,91-180,0.0,Spring,4,1
City Hotel,1,144,2016,4,17,22,1,2,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,118,0,Transient,105.4,0,1,1,0,2016-04-22,3,3,0,35.1333,91-180,0.0,Spring,4,1
City Hotel,1,63,2016,4,17,22,1,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,105.3,0,1,1,0,2016-04-22,3,2,0,52.65,31-90,0.0,Spring,4,0
City Hotel,1,61,2016,4,17,22,1,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,0,Transient,118.8,0,0,1,0,2016-04-22,3,2,0,59.4,31-90,0.0,Spring,4,0
City Hotel,1,9,2016,4,17,22,1,2,2,1,0,BB,BRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,149.0,0,0,1,0,2016-04-22,3,3,1,49.6667,8-30,0.0,Spring,4,0
City Hotel,1,168,2016,4,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,26,77,Transient,85.0,0,0,1,0,2016-04-22,3,2,0,42.5,91-180,0.0,Spring,4,1
City Hotel,1,168,2016,4,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,26,77,Transient,85.0,0,0,1,0,2016-04-22,3,2,0,42.5,91-180,0.0,Spring,4,1
City Hotel,1,168,2016,4,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,26,77,Transient,85.0,0,0,1,0,2016-04-22,3,2,0,42.5,91-180,0.0,Spring,4,1
City Hotel,1,9,2016,4,17,22,1,2,3,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,0,Transient,167.0,0,0,1,0,2016-04-22,3,3,0,55.6667,8-30,0.0,Spring,4,0
City Hotel,1,168,2016,4,17,22,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,26,77,Transient,85.0,0,0,1,0,2016-04-22,3,2,0,42.5,91-180,0.0,Spring,4,1
City Hotel,1,169,2016,4,17,22,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,2,48,Transient-Party,106.0,0,0,1,0,2016-04-22,4,2,0,53.0,91-180,0.0,Spring,4,1
City Hotel,1,169,2016,4,17,22,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,2,48,Transient-Party,106.0,0,0,1,0,2016-04-22,4,2,0,53.0,91-180,0.0,Spring,4,1
City Hotel,1,169,2016,4,17,22,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,2,48,Transient-Party,106.0,0,0,1,0,2016-04-22,4,2,0,53.0,91-180,0.0,Spring,4,1
City Hotel,1,59,2016,4,17,22,2,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,0,Transient,112.2,0,0,1,0,2016-04-22,4,2,0,56.1,31-90,0.0,Spring,4,0
City Hotel,1,169,2016,4,17,22,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,2,48,Transient-Party,106.0,0,0,1,0,2016-04-22,4,2,0,53.0,91-180,0.0,Spring,4,1
City Hotel,1,169,2016,4,17,22,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,2,48,Transient-Party,106.0,0,0,1,0,2016-04-22,4,2,0,53.0,91-180,0.0,Spring,4,1
City Hotel,1,35,2016,4,17,22,2,2,1,0,0,BB,UZB,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,0,Transient,118.8,0,0,1,0,2016-04-22,4,1,0,118.8,31-90,0.0,Spring,4,0
City Hotel,1,169,2016,4,17,22,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,2,48,Transient-Party,106.0,0,0,1,0,2016-04-22,4,2,0,53.0,91-180,0.0,Spring,4,1
City Hotel,1,169,2016,4,17,22,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,2,48,Transient-Party,106.0,0,0,1,0,2016-04-22,4,2,0,53.0,91-180,0.0,Spring,4,1
City Hotel,1,169,2016,4,17,22,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,2,48,Transient-Party,106.0,0,0,1,0,2016-04-22,4,2,0,53.0,91-180,0.0,Spring,4,1
City Hotel,1,169,2016,4,17,22,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,2,48,Transient-Party,106.0,0,0,1,0,2016-04-22,4,2,0,53.0,91-180,0.0,Spring,4,1
City Hotel,1,169,2016,4,17,22,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,2,48,Transient-Party,106.0,0,0,1,0,2016-04-22,4,2,0,53.0,91-180,0.0,Spring,4,1
City Hotel,1,169,2016,4,17,22,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,2,48,Transient-Party,106.0,0,0,1,0,2016-04-22,4,2,0,53.0,91-180,0.0,Spring,4,1
City Hotel,1,169,2016,4,17,22,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,2,48,Transient-Party,106.0,0,0,1,0,2016-04-22,4,2,0,53.0,91-180,0.0,Spring,4,1
City Hotel,1,169,2016,4,17,22,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,2,48,Transient-Party,106.0,0,0,1,0,2016-04-22,4,2,0,53.0,91-180,0.0,Spring,4,1
City Hotel,1,71,2016,4,17,22,2,2,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,87.13,0,0,1,0,2016-04-22,4,2,0,43.565,31-90,0.0,Spring,4,0
City Hotel,1,169,2016,4,17,22,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,2,48,Transient-Party,106.0,0,0,1,0,2016-04-22,4,2,0,53.0,91-180,0.0,Spring,4,1
City Hotel,1,142,2016,4,17,22,2,3,2,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,103.0,0,0,1,0,2016-04-22,5,2,0,51.5,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,1,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,89.0,0,0,1,0,2016-04-22,5,1,0,89.0,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,2,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,103.0,0,0,1,0,2016-04-22,5,2,0,51.5,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,2,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,103.0,0,0,1,0,2016-04-22,5,2,0,51.5,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,1,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,89.0,0,0,1,0,2016-04-22,5,1,0,89.0,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,2,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,103.0,0,0,1,0,2016-04-22,5,2,0,51.5,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,1,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,89.0,0,0,1,0,2016-04-22,5,1,0,89.0,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,1,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,89.0,0,0,1,0,2016-04-22,5,1,0,89.0,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,2,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,103.0,0,0,1,0,2016-04-22,5,2,0,51.5,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,2,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,103.0,0,0,1,0,2016-04-22,5,2,0,51.5,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,2,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,103.0,0,0,1,0,2016-04-22,5,2,0,51.5,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,2,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,103.0,0,0,1,0,2016-04-22,5,2,0,51.5,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,2,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,103.0,0,0,1,0,2016-04-22,5,2,0,51.5,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,1,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,89.0,0,0,1,0,2016-04-22,5,1,0,89.0,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,1,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,89.0,0,0,1,0,2016-04-22,5,1,0,89.0,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,2,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,103.0,0,0,1,0,2016-04-22,5,2,0,51.5,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,1,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,89.0,0,0,1,0,2016-04-22,5,1,0,89.0,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,2,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,103.0,0,0,1,0,2016-04-22,5,2,0,51.5,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,2,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,103.0,0,0,1,0,2016-04-22,5,2,0,51.5,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,2,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,103.0,0,0,1,0,2016-04-22,5,2,0,51.5,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,2,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,103.0,0,0,1,0,2016-04-22,5,2,0,51.5,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,1,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,89.0,0,0,1,0,2016-04-22,5,1,0,89.0,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,2,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,103.0,0,0,1,0,2016-04-22,5,2,0,51.5,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,2,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,103.0,0,0,1,0,2016-04-22,5,2,0,51.5,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,1,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,89.0,0,0,1,0,2016-04-22,5,1,0,89.0,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,1,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,89.0,0,0,1,0,2016-04-22,5,1,0,89.0,91-180,0.0,Spring,4,0
City Hotel,1,169,2016,4,17,22,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,2,48,Transient-Party,106.0,0,0,1,0,2016-04-22,4,2,0,53.0,91-180,0.0,Spring,4,1
City Hotel,1,169,2016,4,17,22,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,2,48,Transient-Party,106.0,0,0,1,0,2016-04-22,4,2,0,53.0,91-180,0.0,Spring,4,1
City Hotel,1,142,2016,4,17,22,2,3,2,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,103.0,0,0,1,0,2016-04-22,5,2,0,51.5,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,1,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,89.0,0,0,1,0,2016-04-22,5,1,0,89.0,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,2,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,103.0,0,0,1,0,2016-04-22,5,2,0,51.5,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,2,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,103.0,0,0,1,0,2016-04-22,5,2,0,51.5,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,2,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,103.0,0,0,1,0,2016-04-22,5,2,0,51.5,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,2,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,103.0,0,0,1,0,2016-04-22,5,2,0,51.5,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,2,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,103.0,0,0,1,0,2016-04-22,5,2,0,51.5,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,2,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,103.0,0,0,1,0,2016-04-22,5,2,0,51.5,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,1,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,89.0,0,0,1,0,2016-04-22,5,1,0,89.0,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,1,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,89.0,0,0,1,0,2016-04-22,5,1,0,89.0,91-180,0.0,Spring,4,0
City Hotel,1,142,2016,4,17,22,2,3,2,0,0,BB,POL,Groups,TA/TO,0,0,0,A,0,Non Refund,37,0,Transient,103.0,0,0,1,0,2016-04-22,5,2,0,51.5,91-180,0.0,Spring,4,0
City Hotel,1,40,2016,4,17,22,2,5,3,0,0,BB,AZE,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,0,Transient,135.76,0,0,1,0,2016-04-22,7,3,0,45.2533,31-90,0.0,Spring,4,0
City Hotel,1,5,2016,4,17,23,0,1,3,1,0,BB,USA,Direct,Direct,0,0,0,E,0,No Deposit,14,0,Transient,197.0,0,0,1,0,2016-04-23,1,4,1,49.25,0-7,0.0,Spring,5,0
City Hotel,1,47,2016,4,17,23,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,0,Transient,118.8,0,0,1,0,2016-04-23,1,2,0,59.4,31-90,0.0,Spring,5,0
City Hotel,1,66,2016,4,17,23,1,1,2,0,1,HB,ESP,Online TA,TA/TO,0,0,0,A,2,No Deposit,9,0,Transient,148.5,0,0,1,0,2016-04-23,2,3,1,49.5,31-90,0.0,Spring,5,0
City Hotel,1,100,2016,4,17,23,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,0,Transient,96.0,0,0,1,0,2016-04-23,2,2,0,48.0,91-180,0.0,Spring,5,1
City Hotel,1,100,2016,4,17,23,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,0,Transient,96.0,0,0,1,0,2016-04-23,2,2,0,48.0,91-180,0.0,Spring,5,1
City Hotel,0,120,2016,4,17,23,1,1,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient-Party,95.2,0,0,1,0,2016-04-23,2,2,0,47.6,91-180,0.0,Spring,5,0
City Hotel,1,10,2016,4,17,23,1,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,0,Transient,146.0,0,1,1,0,2016-04-23,2,2,0,73.0,8-30,0.0,Spring,5,0
City Hotel,0,120,2016,4,17,23,1,1,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient-Party,95.2,0,0,1,0,2016-04-23,2,2,0,47.6,91-180,0.0,Spring,5,0
City Hotel,1,100,2016,4,17,23,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,0,Transient,96.0,0,0,1,0,2016-04-23,2,2,0,48.0,91-180,0.0,Spring,5,1
City Hotel,1,8,2016,4,17,23,0,1,1,0,0,BB,PRT,Complementary,Direct,0,0,0,D,0,No Deposit,NoAgent,0,Transient,0.0,0,2,0,0,2016-04-23,1,1,0,0.0,8-30,0.0,Spring,5,1
City Hotel,1,100,2016,4,17,23,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,0,Transient,96.0,0,0,1,0,2016-04-23,2,2,0,48.0,91-180,0.0,Spring,5,1
City Hotel,1,100,2016,4,17,23,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,0,Transient,96.0,0,0,1,0,2016-04-23,2,2,0,48.0,91-180,0.0,Spring,5,1
City Hotel,1,100,2016,4,17,23,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,0,Transient,96.0,0,0,1,0,2016-04-23,2,2,0,48.0,91-180,0.0,Spring,5,1
City Hotel,1,100,2016,4,17,23,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,0,Transient,96.0,0,0,1,0,2016-04-23,2,2,0,48.0,91-180,0.0,Spring,5,1
City Hotel,1,66,2016,4,17,23,1,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,105.3,0,0,1,0,2016-04-23,2,2,0,52.65,31-90,0.0,Spring,5,0
City Hotel,1,70,2016,4,17,23,1,1,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,94.5,0,0,1,0,2016-04-23,2,2,0,47.25,31-90,0.0,Spring,5,0
City Hotel,1,100,2016,4,17,23,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,0,Transient,96.0,0,0,1,0,2016-04-23,2,2,0,48.0,91-180,0.0,Spring,5,1
City Hotel,1,100,2016,4,17,23,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,0,Transient,96.0,0,0,1,0,2016-04-23,2,2,0,48.0,91-180,0.0,Spring,5,1
City Hotel,0,120,2016,4,17,23,1,1,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient-Party,95.2,0,0,1,0,2016-04-23,2,2,0,47.6,91-180,0.0,Spring,5,0
City Hotel,1,100,2016,4,17,23,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,0,Transient,96.0,0,0,1,0,2016-04-23,2,2,0,48.0,91-180,0.0,Spring,5,1
City Hotel,1,64,2016,4,17,23,2,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,0,Transient,118.8,0,1,1,0,2016-04-23,3,2,0,59.4,31-90,0.0,Spring,5,0
City Hotel,1,2,2016,4,17,23,2,1,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,0,Transient,136.0,0,0,1,0,2016-04-23,3,2,0,68.0,0-7,0.0,Spring,5,0
City Hotel,1,68,2016,4,17,23,2,2,2,1,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,110.5,0,0,1,0,2016-04-23,4,3,1,36.8333,31-90,0.0,Spring,5,0
City Hotel,0,120,2016,4,17,23,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,0,Transient,71.67,0,1,1,0,2016-04-23,4,2,0,35.835,91-180,0.0,Spring,5,0
City Hotel,0,138,2016,4,17,23,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,2,No Deposit,9,0,Transient,90.95,0,0,1,0,2016-04-23,4,2,0,45.475,91-180,0.0,Spring,5,0
City Hotel,0,138,2016,4,17,23,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,2,No Deposit,9,0,Transient,90.95,0,0,1,0,2016-04-23,4,2,0,45.475,91-180,0.0,Spring,5,0
City Hotel,1,70,2016,4,17,23,2,2,2,0,0,BB,TUN,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,95.2,0,0,1,0,2016-04-23,4,2,0,47.6,31-90,0.0,Spring,5,0
City Hotel,1,56,2016,4,17,23,2,2,3,0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,130.05,0,0,1,0,2016-04-23,4,3,0,43.35,31-90,0.0,Spring,5,0
City Hotel,1,71,2016,4,17,23,2,3,3,0,0,BB,CHL,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,0,Transient,124.95,0,2,1,0,2016-04-23,5,3,0,41.65,31-90,0.0,Spring,5,0
City Hotel,1,68,2016,4,17,23,2,3,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,109.65,0,0,1,0,2016-04-23,5,3,1,36.55,31-90,0.0,Spring,5,0
City Hotel,1,71,2016,4,17,23,2,3,2,0,0,SC,CHL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,84.15,0,0,1,0,2016-04-23,5,2,0,42.075,31-90,0.0,Spring,5,0
City Hotel,1,71,2016,4,17,23,2,3,2,0,0,SC,CHL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,0,Transient,84.15,0,1,1,0,2016-04-23,5,2,0,42.075,31-90,0.0,Spring,5,0
