is_canceled,deposit_type,agent,lead_time,country,is_domestic,total_of_special_requests,market_segment,adr,lead_time_group,adr_per_person,required_car_parking_spaces,cancel_history_ratio,booking_changes,total_nights,customer_type,arrival_date_week_number,previous_cancellations,arrival_date_day_of_month
1,No Deposit,9,223,GBR,0,0,Online TA,130.5,181-365,65.25,0,0.0,0,6,Transient,34,0,21
1,No Deposit,9,187,ESP,0,1,Online TA,135.0,181-365,67.5,0,0.0,0,6,Transient,34,0,21
1,No Deposit,9,223,GBR,0,0,Online TA,130.5,181-365,65.25,0,0.0,0,6,Transient,34,0,21
1,No Deposit,9,256,TUR,0,1,Online TA,117.0,181-365,58.5,0,0.0,0,7,Transient,34,0,21
1,No Deposit,9,199,ITA,0,0,Online TA,126.0,181-365,63.0,0,0.0,0,7,Transient,34,0,21
1,No Deposit,9,252,FRA,0,1,Online TA,117.0,181-365,58.5,0,0.0,0,7,Transient,34,0,21
1,No Deposit,9,144,ESP,0,1,Online TA,195.0,91-180,65.0,0,0.0,0,9,Transient,34,0,21
1,No Deposit,9,229,GBR,0,0,Online TA,99.0,181-365,49.5,0,0.0,0,11,Transient,34,0,21
1,No Deposit,9,211,USA,0,1,Online TA,108.0,181-365,108.0,0,0.0,0,1,Transient,34,0,22
1,No Deposit,9,346,BEL,0,1,Online TA,174.0,181-365,87.0,0,0.0,0,2,Transient,34,0,22
1,No Deposit,9,106,GBR,0,0,Online TA,125.0,91-180,62.5,0,0.0,0,2,Transient,34,0,22
1,No Deposit,9,39,DEU,0,0,Online TA,140.0,31-90,70.0,0,0.0,0,2,Transient,34,0,22
1,No Deposit,98,117,PRT,1,0,Offline TA/TO,115.0,91-180,115.0,0,0.0,3,2,Transient-Party,34,0,22
1,No Deposit,9,41,GBR,0,0,Online TA,172.67,31-90,57.5567,0,0.0,0,3,Transient,34,0,22
1,No Deposit,9,105,FRA,0,0,Online TA,125.0,91-180,62.5,0,0.0,0,3,Transient,34,0,22
1,No Deposit,138,189,PRT,1,1,Offline TA/TO,80.1,181-365,40.05,0,0.0,0,3,Transient,34,0,22
1,No Deposit,42,188,PRT,1,0,Online TA,158.4,181-365,39.6,0,0.0,0,3,Transient,34,0,22
1,No Deposit,9,105,FRA,0,1,Online TA,125.0,91-180,62.5,0,0.0,0,3,Transient,34,0,22
1,No Deposit,138,189,PRT,1,1,Offline TA/TO,80.1,181-365,40.05,0,0.0,0,3,Transient,34,0,22
1,No Deposit,14,41,FRA,0,0,Direct,152.67,31-90,50.89,0,0.0,0,3,Transient,34,0,22
1,No Deposit,14,40,PRT,1,0,Direct,144.5,31-90,72.25,0,0.0,1,4,Transient,34,0,22
1,No Deposit,14,40,PRT,1,0,Direct,144.5,31-90,72.25,0,0.0,1,4,Transient,34,0,22
1,No Deposit,14,40,PRT,1,1,Direct,144.5,31-90,72.25,0,0.0,1,4,Transient,34,0,22
1,No Deposit,9,160,ISR,0,0,Online TA,130.5,91-180,65.25,0,0.0,1,4,Transient,34,0,22
1,No Deposit,9,162,DEU,0,0,Online TA,130.5,91-180,65.25,0,0.0,0,4,Transient,34,0,22
1,No Deposit,9,160,ISR,0,0,Online TA,202.5,91-180,67.5,0,0.0,1,4,Transient,34,0,22
1,No Deposit,9,173,ITA,0,0,Online TA,202.5,91-180,67.5,0,0.0,0,9,Transient,34,0,22
1,No Deposit,9,177,ITA,0,0,Online TA,112.5,91-180,56.25,0,0.0,0,1,Transient,34,0,23
1,No Deposit,98,12,PRT,1,0,Offline TA/TO,130.0,8-30,65.0,0,0.0,1,1,Transient-Party,34,0,23
1,No Deposit,14,77,ZWE,0,0,Direct,126.0,31-90,63.0,0,0.0,0,1,Transient,34,0,23
1,No Deposit,9,91,USA,0,2,Online TA,140.0,91-180,140.0,0,0.0,0,1,Transient,34,0,23
1,No Deposit,9,154,IRL,0,0,Online TA,202.5,91-180,67.5,0,0.0,2,1,Transient,34,0,23
1,No Deposit,9,38,PRT,1,2,Online TA,169.0,31-90,56.3333,0,0.0,0,2,Transient,34,0,23
1,No Deposit,9,42,USA,0,1,Online TA,129.0,31-90,64.5,0,0.0,0,2,Transient,34,0,23
1,No Deposit,14,141,USA,0,2,Direct,150.0,91-180,75.0,0,0.0,0,2,Transient,34,0,23
1,No Deposit,9,81,ESP,0,0,Online TA,169.0,31-90,56.3333,0,0.0,0,2,Transient,34,0,23
1,No Deposit,9,57,CHN,0,1,Online TA,149.0,31-90,74.5,0,0.0,0,2,Transient,34,0,23
1,No Deposit,9,33,ESP,0,1,Online TA,129.5,31-90,64.75,0,0.0,0,2,Transient,34,0,23
1,No Deposit,9,17,USA,0,1,Online TA,129.5,8-30,64.75,0,0.0,0,2,Transient,34,0,23
1,No Deposit,9,33,ESP,0,1,Online TA,129.5,31-90,64.75,0,0.0,0,2,Transient,34,0,23
1,No Deposit,14,34,IRL,0,2,Direct,144.5,31-90,72.25,0,0.0,0,2,Transient,34,0,23
1,No Deposit,9,67,PRT,1,1,Online TA,169.0,31-90,56.3333,0,0.0,0,2,Transient,34,0,23
1,No Deposit,8,51,PRT,1,1,Online TA,129.0,31-90,64.5,0,0.0,0,2,Transient,34,0,23
1,No Deposit,9,52,GBR,0,0,Online TA,172.67,31-90,57.5567,0,0.0,0,3,Transient,34,0,23
1,No Deposit,9,138,AUS,0,0,Online TA,195.0,91-180,65.0,0,0.0,0,3,Transient,34,0,23
1,No Deposit,NoAgent,43,ITA,0,0,Online TA,149.1,31-90,49.7,0,0.0,0,3,Transient,34,0,23
1,No Deposit,9,317,ITA,0,0,Online TA,149.1,181-365,49.7,0,0.0,0,3,Transient,34,0,23
1,No Deposit,9,56,ITA,0,1,Online TA,152.67,31-90,76.335,0,0.0,0,3,Transient,34,0,23
1,No Deposit,7,159,PRT,1,1,Online TA,225.48,91-180,56.37,0,0.0,0,4,Transient,34,0,23
1,No Deposit,8,161,PRT,1,0,Online TA,282.5,91-180,70.625,0,0.0,0,4,Transient,34,0,23
1,No Deposit,14,175,FRA,0,1,Direct,155.0,91-180,51.6667,0,0.0,0,7,Transient,34,0,23
1,No Deposit,9,121,GBR,0,0,Online TA,155.0,91-180,77.5,0,0.0,0,7,Transient,34,0,23
1,No Deposit,9,217,ESP,0,3,Online TA,135.0,181-365,45.0,0,0.0,0,7,Transient,34,0,23
1,No Deposit,NoAgent,0,PRT,1,0,Direct,12.0,0-7,6.0,0,0.0,0,1,Transient,34,0,24
1,No Deposit,147,2,PRT,1,1,Groups,140.0,0-7,70.0,0,0.0,0,1,Transient-Party,34,0,24
1,No Deposit,9,52,DEU,0,1,Online TA,149.0,31-90,74.5,0,0.0,0,2,Transient,34,0,24
1,No Deposit,9,149,GBR,0,0,Online TA,235.0,91-180,58.75,0,0.0,0,2,Transient,34,0,24
1,No Deposit,9,59,ITA,0,1,Online TA,129.0,31-90,64.5,0,0.0,0,2,Transient,34,0,24
1,No Deposit,9,34,DEU,0,1,Online TA,149.5,31-90,74.75,0,0.0,0,2,Transient,34,0,24
1,No Deposit,9,164,FRA,0,0,Online TA,139.5,91-180,69.75,0,0.0,0,3,Transient,34,0,24
1,No Deposit,9,329,DEU,0,1,Online TA,101.1,181-365,50.55,0,0.0,0,3,Transient,34,0,24
1,No Deposit,9,223,DEU,0,0,Online TA,172.8,181-365,57.6,0,0.0,0,3,Transient,34,0,24
1,No Deposit,9,29,FRA,0,1,Online TA,203.0,8-30,67.6667,0,0.0,0,3,Transient,34,0,24
1,No Deposit,9,329,DEU,0,1,Online TA,101.1,181-365,50.55,0,0.0,0,3,Transient,34,0,24
1,No Deposit,9,163,GBR,0,0,Online TA,166.5,91-180,83.25,0,0.0,0,3,Transient,34,0,24
1,No Deposit,9,57,GBR,0,0,Online TA,202.67,31-90,67.5567,0,0.0,0,3,Transient,34,0,24
1,No Deposit,9,45,CHN,0,0,Online TA,202.67,31-90,67.5567,0,0.0,0,3,Transient,34,0,24
1,No Deposit,9,185,NLD,0,0,Online TA,126.0,181-365,63.0,0,0.0,0,3,Transient,34,0,24
1,No Deposit,9,93,USA,0,0,Online TA,192.0,91-180,64.0,0,0.0,2,4,Transient,34,0,24
1,No Deposit,9,185,GBR,0,0,Online TA,126.0,181-365,63.0,0,0.0,0,4,Transient,34,0,24
1,No Deposit,14,12,TUN,0,0,Direct,222.0,8-30,55.5,0,0.0,0,4,Transient,34,0,24
1,No Deposit,9,265,BRA,0,0,Online TA,99.0,181-365,49.5,0,0.0,0,4,Transient,34,0,24
1,No Deposit,9,265,BRA,0,0,Online TA,99.0,181-365,49.5,0,0.0,0,4,Transient,34,0,24
1,No Deposit,9,265,BRA,0,0,Online TA,109.8,181-365,109.8,0,0.0,0,4,Transient,34,0,24
1,No Deposit,9,301,BRA,0,2,Online TA,116.1,181-365,58.05,0,0.0,0,4,Transient,34,0,24
1,No Deposit,9,13,CHN,0,0,Online TA,122.0,8-30,61.0,0,0.0,0,4,Transient,34,0,24
1,No Deposit,9,265,BRA,0,0,Online TA,109.8,181-365,109.8,0,0.0,0,4,Transient,34,0,24
1,No Deposit,9,301,BRA,0,2,Online TA,116.1,181-365,58.05,0,0.0,0,4,Transient,34,0,24
1,No Deposit,9,138,IRL,0,1,Online TA,155.0,91-180,77.5,0,0.0,0,4,Transient,34,0,24
1,No Deposit,9,76,DEU,0,1,Online TA,204.86,31-90,102.43,0,0.0,0,7,Transient,34,0,24
1,No Deposit,9,158,FRA,0,0,Online TA,202.5,91-180,67.5,0,0.0,0,7,Transient,34,0,24
1,No Deposit,86,157,PRT,1,0,Online TA,140.4,91-180,46.8,0,0.0,0,7,Transient,34,0,24
1,No Deposit,83,139,PRT,1,0,Online TA,117.41,91-180,58.705,0,0.0,0,11,Transient,34,0,24
1,No Deposit,9,239,AGO,0,1,Online TA,189.0,181-365,47.25,0,0.0,0,1,Transient,34,0,25
1,No Deposit,6,457,PRT,1,1,Offline TA/TO,122.4,365+,61.2,0,0.0,0,2,Transient-Party,34,0,25
1,No Deposit,6,457,PRT,1,0,Offline TA/TO,80.0,365+,40.0,0,0.0,0,2,Transient-Party,34,0,25
1,No Deposit,9,159,ISR,0,0,Online TA,175.5,91-180,58.5,0,0.0,0,2,Transient,34,0,25
1,No Deposit,9,43,GBR,0,2,Online TA,140.0,31-90,70.0,0,0.0,0,2,Transient,34,0,25
1,No Deposit,8,115,PRT,1,2,Online TA,195.0,91-180,65.0,0,0.0,0,2,Transient,34,0,25
1,No Deposit,6,457,PRT,1,0,Offline TA/TO,80.0,365+,80.0,0,0.0,1,2,Transient-Party,34,0,25
1,No Deposit,6,457,PRT,1,0,Offline TA/TO,80.0,365+,40.0,0,0.0,0,2,Transient-Party,34,0,25
1,No Deposit,9,39,ESP,0,3,Online TA,170.0,31-90,85.0,0,0.0,0,2,Transient,34,0,25
1,No Deposit,8,115,PRT,1,2,Online TA,195.0,91-180,65.0,0,0.0,0,2,Transient,34,0,25
1,No Deposit,6,457,PRT,1,1,Offline TA/TO,122.4,365+,61.2,0,0.0,0,2,Transient-Party,34,0,25
1,No Deposit,6,457,PRT,1,0,Offline TA/TO,80.0,365+,40.0,0,0.0,0,2,Transient-Party,34,0,25
1,No Deposit,9,50,GBR,0,2,Online TA,140.0,31-90,70.0,0,0.0,0,2,Transient,34,0,25
1,No Deposit,9,159,ISR,0,0,Online TA,139.5,91-180,69.75,0,0.0,0,2,Transient,34,0,25
1,No Deposit,6,457,PRT,1,0,Offline TA/TO,80.0,365+,40.0,0,0.0,0,2,Transient-Party,34,0,25
1,No Deposit,9,204,DEU,0,0,Online TA,99.0,181-365,49.5,0,0.0,0,3,Transient,34,0,25
1,No Deposit,83,94,PRT,1,0,Online TA,122.45,91-180,40.8167,0,0.0,0,3,Transient,34,0,25
1,No Deposit,9,222,ITA,0,0,Online TA,117.0,181-365,58.5,0,0.0,0,3,Transient,34,0,25
1,No Deposit,9,222,ITA,0,0,Online TA,117.0,181-365,58.5,0,0.0,0,3,Transient,34,0,25
1,No Deposit,86,94,PRT,1,0,Online TA,127.47,91-180,42.49,0,0.0,0,3,Transient,34,0,25
1,No Deposit,9,191,SWE,0,0,Online TA,126.0,181-365,63.0,0,0.0,0,3,Transient,34,0,25
1,No Deposit,9,222,ITA,0,0,Online TA,117.0,181-365,58.5,0,0.0,0,3,Transient,34,0,25
1,No Deposit,9,295,GBR,0,0,Online TA,89.1,181-365,44.55,0,0.0,0,3,Transient,34,0,25
1,No Deposit,9,235,CHE,0,0,Online TA,99.0,181-365,49.5,0,0.0,0,3,Transient,34,0,25
1,No Deposit,423,109,PRT,1,0,Online TA,142.41,91-180,71.205,0,0.0,0,3,Transient,34,0,25
1,No Deposit,83,94,PRT,1,0,Online TA,122.45,91-180,61.225,0,0.0,0,3,Transient,34,0,25
1,No Deposit,86,94,PRT,1,0,Online TA,127.47,91-180,63.735,0,0.0,0,3,Transient,34,0,25
1,No Deposit,9,184,GBR,0,0,Online TA,126.0,181-365,63.0,0,0.0,0,4,Transient,34,0,25
1,No Deposit,9,219,ITA,0,0,Online TA,198.0,181-365,49.5,0,0.0,0,4,Transient,34,0,25
1,No Deposit,9,267,ITA,0,0,Online TA,109.8,181-365,109.8,0,0.0,0,4,Transient,34,0,25
1,No Deposit,14,99,ISR,0,2,Direct,132.3,91-180,66.15,0,0.0,0,4,Transient,34,0,25
1,No Deposit,7,15,PRT,1,1,Online TA,101.8,8-30,50.9,0,0.0,0,4,Transient,34,0,25
1,No Deposit,85,83,PRT,1,0,Online TA,168.0,31-90,56.0,0,0.0,0,5,Transient,34,0,25
1,No Deposit,9,228,ROU,0,0,Online TA,117.0,181-365,58.5,0,0.0,0,8,Transient,34,0,25
1,No Deposit,6,458,PRT,1,2,Offline TA/TO,43.2,365+,21.6,0,0.0,2,1,Transient-Party,34,0,26
1,No Deposit,9,209,ISR,0,0,Online TA,162.0,181-365,54.0,0,0.0,0,1,Transient,34,0,26
1,No Deposit,9,118,DEU,0,0,Online TA,235.0,91-180,58.75,0,0.0,0,1,Transient,34,0,26
1,No Deposit,9,210,NLD,0,0,Online TA,220.0,181-365,55.0,0,0.0,0,1,Transient,34,0,26
1,No Deposit,85,78,PRT,1,0,Online TA,116.0,31-90,116.0,0,0.0,0,2,Transient,34,0,26
1,No Deposit,9,81,USA,0,1,Online TA,170.0,31-90,170.0,0,0.0,0,2,Transient,34,0,26
1,No Deposit,83,65,PRT,1,0,Online TA,164.0,31-90,82.0,0,0.0,0,2,Transient,34,0,26
1,No Deposit,9,28,GBR,0,2,Online TA,114.5,8-30,57.25,0,0.0,0,2,Transient,34,0,26
1,No Deposit,7,89,PRT,1,1,Online TA,109.44,31-90,54.72,0,0.0,0,2,Transient,34,0,26
1,No Deposit,85,50,PRT,1,0,Online TA,118.8,31-90,118.8,0,0.0,0,2,Transient,34,0,26
1,No Deposit,7,64,PRT,1,1,Online TA,212.8,31-90,70.9333,0,0.0,0,2,Transient,34,0,26
1,No Deposit,229,518,PRT,1,0,Offline TA/TO,90.0,365+,45.0,0,0.0,0,3,Transient-Party,34,0,26
1,No Deposit,14,234,ESP,0,0,Direct,99.0,181-365,99.0,0,0.0,0,3,Transient,34,0,26
1,No Deposit,229,518,PRT,1,0,Offline TA/TO,90.0,365+,45.0,0,0.0,0,3,Transient-Party,34,0,26
1,No Deposit,229,518,PRT,1,0,Offline TA/TO,80.0,365+,80.0,0,0.0,0,3,Transient-Party,34,0,26
1,No Deposit,425,134,PRT,1,0,Online TA,127.1,91-180,63.55,0,0.0,0,3,Transient,34,0,26
1,No Deposit,229,518,PRT,1,0,Offline TA/TO,90.0,365+,45.0,0,0.0,0,3,Transient-Party,34,0,26
1,No Deposit,9,237,FRA,0,3,Online TA,189.0,181-365,47.25,0,0.0,0,3,Transient,34,0,26
1,No Deposit,8,232,PRT,1,1,Online TA,99.0,181-365,49.5,0,0.0,0,3,Transient,34,0,26
1,No Deposit,9,33,BRA,0,1,Online TA,239.8,31-90,79.9333,0,0.0,0,5,Transient,34,0,26
1,No Deposit,9,79,USA,0,0,Online TA,240.0,31-90,80.0,0,0.0,0,5,Transient,34,0,26
1,No Deposit,9,66,ZAF,0,0,Online TA,210.0,31-90,70.0,0,0.0,0,5,Transient,34,0,26
1,No Deposit,9,120,FRA,0,3,Online TA,195.0,91-180,65.0,0,0.0,0,5,Transient,34,0,26
1,No Deposit,9,162,USA,0,0,Online TA,235.0,91-180,58.75,0,0.0,0,5,Transient,34,0,26
1,No Deposit,9,50,GBR,0,1,Online TA,200.0,31-90,100.0,0,0.0,0,5,Transient,34,0,26
1,No Deposit,9,19,CN,0,0,Online TA,159.8,8-30,79.9,0,0.0,0,5,Transient,34,0,26
1,No Deposit,9,123,FRA,0,1,Online TA,252.0,91-180,84.0,0,0.0,0,5,Transient,34,0,26
1,No Deposit,9,21,CN,0,1,Online TA,159.8,8-30,79.9,0,0.0,0,5,Transient,34,0,26
1,No Deposit,9,205,FRA,0,0,Online TA,164.03,181-365,82.015,0,0.0,2,7,Transient,34,0,26
1,No Deposit,9,9,ESP,0,1,Online TA,232.57,8-30,77.5233,0,0.0,0,7,Transient,34,0,26
1,No Deposit,9,227,DEU,0,0,Online TA,99.0,181-365,49.5,0,0.0,0,7,Transient,34,0,26
1,No Deposit,9,195,BEL,0,0,Online TA,126.0,181-365,42.0,0,0.0,1,7,Transient,34,0,26
1,No Deposit,9,47,CN,0,0,Online TA,196.25,31-90,65.4167,0,0.0,2,4,Transient,34,0,26
1,No Deposit,9,71,ITA,0,0,Online TA,200.0,31-90,100.0,0,0.0,0,4,Transient,34,0,26
1,No Deposit,9,227,DEU,0,0,Online TA,99.0,181-365,49.5,0,0.0,0,7,Transient,34,0,26
1,No Deposit,9,195,BEL,0,0,Online TA,220.0,181-365,73.3333,0,0.0,1,7,Transient,34,0,26
1,No Deposit,394,194,PRT,1,0,Offline TA/TO,113.39,181-365,56.695,0,0.0,0,7,Transient,34,0,26
1,No Deposit,9,195,BEL,0,0,Online TA,126.0,181-365,42.0,0,0.0,0,7,Transient,34,0,26
1,No Deposit,9,38,PRT,1,1,Online TA,199.0,31-90,66.3333,0,0.0,2,1,Transient,35,0,27
1,No Deposit,9,89,GBR,0,1,Online TA,118.0,31-90,59.0,0,0.0,0,1,Transient,35,0,27
1,No Deposit,9,19,PRT,1,1,Online TA,89.0,8-30,44.5,0,0.0,0,1,Transient,35,0,27
1,No Deposit,9,28,DEU,0,1,Online TA,109.0,8-30,54.5,0,0.0,0,1,Transient,35,0,27
1,No Deposit,9,38,PRT,1,1,Online TA,99.0,31-90,49.5,0,0.0,2,1,Transient,35,0,27
1,No Deposit,195,66,USA,0,0,Online TA,130.0,31-90,130.0,0,0.0,0,1,Transient,35,0,27
1,No Deposit,14,41,AUT,0,0,Direct,90.0,31-90,90.0,0,0.0,1,1,Transient,35,0,27
1,No Deposit,9,14,PRT,1,1,Online TA,89.0,8-30,44.5,0,0.0,0,1,Transient,35,0,27
1,No Deposit,9,210,DEU,0,0,Online TA,162.0,181-365,54.0,0,0.0,0,1,Transient,35,0,27
1,No Deposit,8,116,GBR,0,2,Online TA,185.25,91-180,61.75,0,0.0,0,1,Transient,35,0,27
1,No Deposit,9,20,NLD,0,1,Online TA,129.0,8-30,43.0,0,0.0,0,1,Transient,35,0,27
1,No Deposit,9,17,USA,0,1,Online TA,89.0,8-30,44.5,0,0.0,0,1,Transient,35,0,27
1,No Deposit,7,116,GBR,0,3,Online TA,185.25,91-180,61.75,0,0.0,0,1,Transient,35,0,27
1,No Deposit,9,34,PRT,1,1,Online TA,89.0,31-90,44.5,0,0.0,0,1,Transient,35,0,27
1,No Deposit,9,330,ISR,0,1,Online TA,199.0,181-365,49.75,0,0.0,0,3,Transient,35,0,27
1,No Deposit,9,168,USA,0,0,Online TA,175.5,91-180,58.5,0,0.0,0,3,Transient,35,0,27
1,No Deposit,9,33,USA,0,0,Online TA,223.0,31-90,74.3333,0,0.0,0,3,Transient,35,0,27
1,No Deposit,9,121,CHE,0,1,Online TA,252.0,91-180,84.0,0,0.0,0,3,Transient,35,0,27
1,No Deposit,9,10,CHE,0,1,Online TA,126.33,8-30,63.165,0,0.0,0,3,Transient,35,0,27
1,No Deposit,7,25,PRT,1,1,Online TA,210.4,8-30,70.1333,0,0.0,0,3,Transient,35,0,27
1,No Deposit,7,120,PRT,1,1,Online TA,177.08,91-180,59.0267,0,0.0,0,3,Transient,35,0,27
1,No Deposit,9,36,CN,0,1,Online TA,223.0,31-90,74.3333,0,0.0,0,3,Transient,35,0,27
1,No Deposit,7,189,PRT,1,0,Online TA,99.0,181-365,49.5,0,0.0,0,3,Transient,35,0,27
1,No Deposit,9,158,CHE,0,0,Online TA,139.5,91-180,69.75,0,0.0,0,4,Transient,35,0,27
1,No Deposit,9,181,NLD,0,1,Online TA,139.5,181-365,69.75,0,0.0,0,5,Transient,35,0,27
1,No Deposit,9,158,DEU,0,0,Online TA,202.5,91-180,67.5,0,0.0,0,5,Transient,35,0,27
1,No Deposit,85,137,PRT,1,0,Online TA,114.69,91-180,57.345,0,0.0,0,7,Transient,35,0,27
1,No Deposit,9,69,DEU,0,1,Online TA,163.71,31-90,81.855,0,0.0,0,7,Transient,35,0,27
1,No Deposit,9,7,PRT,1,2,Online TA,160.0,0-7,80.0,0,0.0,0,1,Transient,35,0,28
1,No Deposit,9,182,FRA,0,0,Online TA,126.0,181-365,63.0,0,0.0,0,2,Transient,35,0,28
1,No Deposit,9,279,FRA,0,0,Online TA,107.1,181-365,53.55,0,0.0,0,2,Transient,35,0,28
1,No Deposit,28,368,PRT,1,0,Offline TA/TO,80.1,365+,40.05,0,0.0,1,3,Transient,35,0,28
1,No Deposit,9,305,USA,0,2,Online TA,107.1,181-365,53.55,0,0.0,0,3,Transient,35,0,28
1,No Deposit,9,28,ESP,0,0,Online TA,250.0,8-30,62.5,0,0.0,0,3,Transient,35,0,28
1,No Deposit,9,278,BEL,0,0,Online TA,107.1,181-365,53.55,0,0.0,0,3,Transient,35,0,28
1,No Deposit,85,50,PRT,1,0,Online TA,115.2,31-90,57.6,0,0.0,0,3,Transient,35,0,28
1,No Deposit,9,168,FRA,0,0,Online TA,175.5,91-180,58.5,0,0.0,0,3,Transient,35,0,28
1,No Deposit,8,162,PRT,1,1,Online TA,139.5,91-180,69.75,0,0.0,0,3,Transient,35,0,28
1,No Deposit,9,43,DEU,0,2,Online TA,140.0,31-90,70.0,0,0.0,0,3,Transient,35,0,28
1,No Deposit,14,184,PRT,1,3,Direct,191.67,181-365,95.835,0,0.0,0,3,Transient,35,0,28
1,No Deposit,9,161,ITA,0,0,Online TA,178.53,91-180,89.265,0,0.0,2,4,Transient,35,0,28
1,No Deposit,9,206,FRA,0,1,Online TA,126.0,181-365,63.0,0,0.0,0,4,Transient,35,0,28
1,No Deposit,19,213,PRT,1,0,Groups,109.25,181-365,109.25,0,0.0,0,4,Transient-Party,35,0,28
1,No Deposit,9,35,GBR,0,1,Online TA,170.0,31-90,85.0,0,0.0,0,4,Transient,35,0,28
1,No Deposit,19,213,PRT,1,0,Groups,85.0,181-365,85.0,0,0.0,0,4,Transient-Party,35,0,28
1,No Deposit,9,33,PRT,1,0,Online TA,210.0,31-90,70.0,0,0.0,0,4,Transient,35,0,28
1,No Deposit,9,219,ROU,0,2,Online TA,135.0,181-365,45.0,0,0.0,1,4,Transient,35,0,28
1,No Deposit,9,321,FRA,0,3,Online TA,145.08,181-365,72.54,0,0.0,2,5,Transient,35,0,28
1,No Deposit,9,112,DEU,0,1,Online TA,155.0,91-180,77.5,0,0.0,0,6,Transient,35,0,28
1,No Deposit,7,212,PRT,1,0,Online TA,85.59,181-365,42.795,0,0.0,0,7,Transient,35,0,28
1,No Deposit,9,260,ROU,0,1,Online TA,135.0,181-365,45.0,0,0.0,0,9,Transient,35,0,28
1,No Deposit,9,41,BEL,0,0,Online TA,161.83,31-90,161.83,0,0.0,0,12,Transient,35,0,28
1,No Deposit,9,70,MOZ,0,1,Online TA,200.29,31-90,66.7633,0,0.0,0,14,Transient,35,0,28
1,No Deposit,9,222,JPN,0,2,Online TA,99.0,181-365,49.5,0,0.0,0,6,Transient,35,0,28
1,Non Refund,229,521,PRT,1,0,Offline TA/TO,90.0,365+,45.0,0,0.0,0,1,Transient,35,0,29
1,Non Refund,229,521,PRT,1,0,Offline TA/TO,90.0,365+,45.0,0,0.0,0,1,Transient,35,0,29
1,Non Refund,229,521,PRT,1,0,Offline TA/TO,90.0,365+,45.0,0,0.0,0,1,Transient,35,0,29
1,Non Refund,229,521,PRT,1,0,Offline TA/TO,90.0,365+,45.0,0,0.0,0,1,Transient,35,0,29
1,No Deposit,9,11,DEU,0,0,Online TA,210.0,8-30,70.0,0,0.0,0,1,Transient,35,0,29
1,Non Refund,229,521,PRT,1,0,Offline TA/TO,90.0,365+,45.0,0,0.0,0,1,Transient,35,0,29
1,Non Refund,229,521,PRT,1,0,Offline TA/TO,90.0,365+,45.0,0,0.0,0,1,Transient,35,0,29
1,Non Refund,229,521,PRT,1,0,Offline TA/TO,90.0,365+,45.0,0,0.0,0,1,Transient,35,0,29
1,Non Refund,229,521,PRT,1,0,Offline TA/TO,90.0,365+,45.0,0,0.0,0,1,Transient,35,0,29
1,Non Refund,229,521,PRT,1,0,Offline TA/TO,90.0,365+,45.0,0,0.0,0,1,Transient,35,0,29
1,Non Refund,229,521,PRT,1,0,Offline TA/TO,90.0,365+,45.0,0,0.0,0,1,Transient,35,0,29
1,No Deposit,9,228,BRA,0,1,Online TA,117.0,181-365,58.5,0,0.0,0,2,Transient,35,0,29
1,No Deposit,9,42,RUS,0,0,Online TA,210.0,31-90,70.0,0,0.0,0,2,Transient,35,0,29
1,No Deposit,9,184,FRA,0,1,Online TA,99.0,181-365,49.5,0,0.0,0,2,Transient,35,0,29
1,No Deposit,9,26,ESP,0,1,Online TA,250.0,8-30,62.5,0,0.0,0,3,Transient,35,0,29
1,No Deposit,9,43,GBR,0,1,Online TA,137.25,31-90,68.625,0,0.0,0,4,Transient,35,0,29
1,No Deposit,9,210,GBR,0,0,Online TA,117.0,181-365,58.5,0,0.0,0,4,Transient,35,0,29
1,No Deposit,9,171,FRA,0,0,Online TA,168.08,91-180,84.04,0,0.0,0,4,Transient,35,0,29
1,No Deposit,9,209,ESP,0,0,Online TA,220.0,181-365,55.0,0,0.0,0,3,Transient,35,0,29
1,No Deposit,9,127,DEU,0,1,Online TA,195.0,91-180,65.0,0,0.0,4,3,Transient,35,0,29
1,No Deposit,9,350,JPN,0,1,Online TA,125.25,181-365,125.25,0,0.0,2,4,Transient,35,0,29
1,No Deposit,9,234,GBR,0,1,Online TA,117.0,181-365,58.5,0,0.0,0,4,Transient,35,0,29
1,No Deposit,9,223,BEL,0,2,Online TA,99.0,181-365,49.5,0,0.0,0,4,Transient,35,0,29
1,No Deposit,9,146,NOR,0,1,Online TA,131.0,91-180,65.5,0,0.0,0,5,Transient,35,0,29
1,No Deposit,7,158,PRT,1,0,Online TA,88.96,91-180,88.96,0,0.0,0,5,Transient,35,0,29
1,No Deposit,8,135,PRT,1,1,Online TA,272.5,91-180,90.8333,0,0.0,0,6,Transient,35,0,29
1,No Deposit,9,123,JPN,0,1,Online TA,155.0,91-180,155.0,0,0.0,0,6,Transient,35,0,29
1,No Deposit,9,48,BLR,0,0,Online TA,139.0,31-90,139.0,0,0.0,0,6,Transient,35,0,29
1,No Deposit,9,320,DEU,0,3,Online TA,112.76,181-365,56.38,0,0.0,0,7,Transient,35,0,29
1,No Deposit,9,33,BLR,0,1,Online TA,162.29,31-90,81.145,0,0.0,0,7,Transient,35,0,29
1,No Deposit,9,23,IDN,0,0,Online TA,250.0,8-30,62.5,0,0.0,0,2,Transient,35,0,30
